£
£  KB1 V06 - MkGB-SR simply extended septum chord onto replacement plate
£
*Bolometry/KB1/MkGB-SR/kb1/54550/63446
34 5 lines
'408A  (KB4H08A)'	4.1823	 0.7234	 1.8238	 -0.0102  197.2769
'408B  (KB4H08B)'	4.1798	 0.7278	 1.8845	 -0.3831  205.8275
'408C  (KB4H08C)'	4.1772	 0.7322	 1.9971	 -0.7699  214.5669
'408D  (KB4H08D)'	4.1747	 0.7366	 2.1521	 -1.1561  223.0996
'409A  (KB4H09A)'	4.2825	 0.6095	 2.2728	 -1.3076  223.6495
'409B  (KB4H09B)'	4.2785	 0.6126	 2.4098	 -1.5525  229.2027
'409C  (KB4H09C)'	4.2745	 0.6158	 2.7294	 -1.574	  234.7941
'409D  (KB4H09D)'	4.2705	 0.6189	 3.2919	 -1.0995  240.339
'410A  (KB4H10A)'	4.1743  -0.3626	 3.4051	 1.6344	  111.065
'410B  (KB4H10B)'	4.1788  -0.3602	 3.1088	 1.8522	  115.8087
'410C  (KB4H10C)'	4.1832  -0.3578	 2.7846	 2.0085	  120.5851
